Channel,SellerName,OrInterestRate,OrUnpaidPrinc,OrLoanTerm,OrLTV,OrCLTV,NumBorrow,DTIRat,CreditScore,FTHomeBuyer,LoanPurpose,PropertyType,NumUnits,OccStatus,PropertyState,Zip,RelMortInd,OrDateMonth,OrDateYear,FirstPaymentMonth,FirstPaymentYear
C,"BANK OF AMERICA, N.A.",6.125,230000,360,64,64.0,1.0,56.0,722.0,N,C,SF,1,P,WA,980,N,11,2007,2,2008
C,SUNTRUST MORTGAGE INC.,6.625,226000,360,90,90.0,2.0,31.0,718.0,N,C,SF,1,P,MT,597,N,9,2007,11,2007
B,"GMAC MORTGAGE, LLC",6.375,417000,360,73,73.0,1.0,43.0,633.0,Y,P,CO,1,P,CA,920,N,9,2007,11,2007
C,OTHER,6.5,135000,360,78,78.0,2.0,38.670606328740575,809.0,N,P,SF,1,S,NY,133,N,10,2007,12,2007
C,"CHASE HOME FINANCE, LLC",6.0,270000,180,58,58.0,1.0,27.0,804.0,Y,P,SF,1,P,NY,142,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.25,89000,180,75,75.0,2.0,45.0,620.0,N,C,SF,1,P,GA,302,N,10,2007,12,2007
R,SUNTRUST MORTGAGE INC.,6.25,188000,360,57,57.0,1.0,39.0,746.0,N,C,CO,1,S,WA,980,N,9,2007,11,2007
R,OTHER,6.125,417000,360,59,59.0,2.0,27.0,684.0,N,C,SF,1,P,WA,985,N,10,2007,1,2008
C,OTHER,6.5,101000,360,95,95.0,2.0,42.0,676.0,N,P,PU,1,P,MN,567,N,11,2007,1,2008
B,OTHER,6.5,273000,360,22,22.0,1.0,46.0,753.0,N,C,SF,1,P,NY,117,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.75,88000,240,95,95.0,1.0,60.0,699.0,N,P,SF,1,P,PA,163,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,333000,360,43,43.0,1.0,51.0,794.0,N,C,SF,1,P,VA,201,N,11,2007,1,2008
B,OTHER,6.0,134000,360,80,80.0,2.0,23.0,801.0,N,P,SF,1,P,IN,460,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.125,199000,360,56,56.0,2.0,29.0,793.0,N,P,PU,1,P,FL,328,N,12,2007,2,2008
C,"GMAC MORTGAGE, LLC",6.375,153000,360,77,77.0,1.0,17.0,757.0,N,R,PU,1,P,IL,600,N,9,2007,11,2007
R,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,100000,360,23,23.0,1.0,46.0,758.0,N,P,PU,1,P,NC,275,N,11,2007,1,2008
B,SUNTRUST MORTGAGE INC.,6.5,417000,360,66,95.0,1.0,44.0,676.0,N,P,PU,1,P,VA,224,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,131000,360,71,71.0,1.0,42.0,645.0,N,C,PU,1,P,IN,460,N,11,2007,1,2008
R,OTHER,6.25,194000,360,90,90.0,2.0,27.0,798.0,N,P,SF,1,P,AL,352,N,10,2007,12,2007
C,AMTRUST BANK,6.875,90000,360,35,35.0,1.0,40.0,625.0,N,C,SF,1,P,FL,334,N,8,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,57000,360,69,69.0,1.0,49.0,745.0,N,R,SF,1,P,MO,655,N,10,2007,12,2007
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.75,200000,360,47,47.0,1.0,37.0,657.0,N,C,CO,1,I,CA,915,N,12,2007,2,2008
R,OTHER,6.75,140000,240,70,70.0,1.0,46.0,748.0,N,C,SF,2,I,MT,590,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,155000,360,67,67.0,1.0,60.0,579.0,N,C,SF,1,P,FL,336,N,10,2007,1,2008
C,"PNC BANK, N.A.",6.125,353000,360,80,80.0,1.0,55.0,799.0,N,P,SF,1,P,CO,802,N,9,2007,11,2007
R,"WELLS FARGO BANK, N.A.",7.0,185000,360,90,90.0,1.0,44.0,690.0,N,C,PU,1,P,SC,296,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",7.25,31000,360,80,80.0,1.0,36.0,600.0,N,C,SF,1,P,PA,174,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.25,300000,360,77,77.0,2.0,41.0,741.0,N,C,SF,1,P,MN,564,N,11,2007,1,2008
B,"PNC BANK, N.A.",5.98,347000,300,36,36.0,1.0,42.0,625.0,N,C,SF,1,P,HI,967,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.5,190000,360,67,67.0,1.0,64.0,708.0,N,C,SF,3,P,CT,65,N,4,2007,6,2007
C,"BANK OF AMERICA, N.A.",6.25,200000,360,72,72.0,1.0,30.0,645.0,N,R,SF,1,P,MD,207,N,11,2007,2,2008
C,"BANK OF AMERICA, N.A.",5.99,200000,360,86,86.0,1.0,44.0,751.0,N,R,CO,1,P,CA,917,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.875,219000,180,77,94.0,2.0,33.0,762.0,N,R,SF,1,P,CA,952,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",5.875,74000,180,45,45.0,2.0,9.0,804.0,N,C,SF,1,P,AZ,853,N,9,2007,11,2007
R,OTHER,6.5,150000,360,87,87.0,1.0,42.0,788.0,N,C,SF,1,P,PA,196,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",6.875,101000,360,61,61.0,1.0,51.0,805.0,N,C,SF,2,I,TN,372,N,9,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.75,323000,360,95,95.0,1.0,43.0,666.0,N,R,PU,1,P,NY,103,N,11,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.625,138000,360,85,85.0,1.0,25.0,653.0,N,R,SF,1,P,AL,365,N,10,2007,12,2007
B,SUNTRUST MORTGAGE INC.,6.625,83000,360,65,65.0,1.0,33.0,633.0,N,C,SF,1,P,TN,370,N,9,2007,11,2007
R,"WELLS FARGO BANK, N.A.",6.5,115000,360,76,76.0,1.0,45.0,667.0,N,C,SF,1,P,AZ,853,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",6.5,100000,360,80,80.0,1.0,50.0,637.0,N,C,SF,1,P,KY,410,N,10,2007,12,2007
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,7.125,144000,360,80,80.0,2.0,47.0,634.0,N,C,SF,1,P,NM,871,N,8,2007,10,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,115000,360,40,40.0,2.0,48.0,763.0,N,C,PU,1,P,FL,342,N,9,2007,11,2007
R,"WELLS FARGO BANK, N.A.",6.25,49000,180,35,35.0,2.0,22.0,810.0,N,C,SF,1,P,IL,629,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.75,168000,360,80,80.0,1.0,28.0,631.0,N,C,PU,1,P,FL,334,N,9,2007,11,2007
B,"PNC BANK, N.A.",6.375,115000,360,90,90.0,2.0,34.0,705.0,N,C,SF,1,P,NM,881,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.25,76000,360,76,76.0,1.0,40.0,743.0,N,R,SF,1,P,NE,685,N,12,2007,2,2008
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.875,276000,360,74,74.0,1.0,40.0,592.0,N,C,SF,1,P,WY,827,N,8,2007,10,2007
R,"CHASE HOME FINANCE, LLC",6.625,192000,360,80,80.0,1.0,34.0,791.0,N,P,SF,1,P,MD,217,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.5,219000,360,80,87.0,2.0,30.0,736.0,N,C,SF,1,P,AZ,852,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,157000,360,85,85.0,1.0,54.0,674.0,N,R,PU,1,P,LA,705,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.375,396000,360,80,80.0,1.0,60.0,673.0,Y,P,CO,1,P,CA,917,N,7,2007,9,2007
R,"GMAC MORTGAGE, LLC",6.75,220000,360,90,90.0,2.0,55.0,658.0,N,C,SF,1,P,CA,960,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",5.875,240000,360,73,73.0,2.0,27.0,793.0,N,C,SF,1,P,NJ,80,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.25,170000,360,80,82.0,1.0,40.0,695.0,N,R,PU,1,P,OR,971,N,12,2007,2,2008
R,"BANK OF AMERICA, N.A.",6.75,256000,360,80,80.0,1.0,45.0,696.0,N,P,PU,1,P,TX,775,N,9,2007,11,2007
C,"PNC BANK, N.A.",6.375,417000,360,64,85.0,1.0,12.0,785.0,N,C,SF,1,P,MD,210,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.25,325000,360,80,80.0,2.0,44.0,805.0,N,P,CO,1,S,CA,956,N,9,2007,11,2007
R,OTHER,6.75,75000,360,90,90.0,2.0,36.0,624.0,N,R,SF,1,P,MI,499,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.5,240000,360,83,83.0,2.0,56.0,775.0,N,R,MH,1,P,ID,835,N,12,2007,2,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,250000,360,72,72.0,1.0,28.0,690.0,N,P,SF,1,P,SC,296,N,10,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,95000,360,73,73.0,1.0,35.0,760.0,N,R,SF,1,P,MI,480,N,9,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,121000,180,90,90.0,2.0,37.0,803.0,N,P,SF,1,I,IN,461,N,8,2007,10,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,229000,360,90,90.0,2.0,40.0,677.0,N,C,SF,1,P,PA,196,N,11,2007,1,2008
B,AMTRUST BANK,6.625,135000,360,69,69.0,1.0,33.0,793.0,N,C,SF,1,P,PA,180,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.5,250000,360,30,30.0,1.0,50.0,658.0,N,C,SF,1,P,CA,902,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.25,395000,360,63,78.0,1.0,37.0,723.0,N,C,SF,1,P,CO,802,N,11,2007,1,2008
R,OTHER,6.375,98000,360,70,70.0,2.0,47.0,659.0,N,C,SF,1,P,WI,535,N,12,2007,2,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,215000,240,74,74.0,1.0,45.0,633.0,N,C,SF,1,P,FL,335,N,10,2007,12,2007
R,SUNTRUST MORTGAGE INC.,5.875,92000,180,80,80.0,1.0,19.0,786.0,N,P,MH,1,S,NC,287,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.75,284000,360,80,88.0,2.0,39.0,783.0,N,R,SF,1,P,WI,541,N,9,2007,11,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,417000,360,70,87.0,2.0,40.0,786.0,N,R,SF,1,P,CA,925,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.75,104000,360,21,21.0,1.0,52.0,732.0,N,C,SF,1,P,CA,908,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",7.625,72000,360,90,90.0,1.0,54.0,783.0,N,P,SF,1,I,IL,604,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,200000,360,31,31.0,1.0,34.0,795.0,N,C,SF,1,P,IL,605,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,220000,360,80,90.0,2.0,28.0,771.0,N,P,SF,1,P,CO,802,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.875,74000,360,51,51.0,1.0,48.0,612.0,N,R,PU,1,I,DE,199,N,10,2007,12,2007
R,OTHER,6.15,100000,180,36,36.0,2.0,18.0,797.0,N,C,SF,1,P,OH,440,N,3,2007,5,2007
R,OTHER,6.75,54000,360,80,85.0,1.0,58.0,673.0,N,C,SF,1,P,IN,474,N,9,2007,11,2007
R,OTHER,6.375,263000,360,80,80.0,2.0,22.0,755.0,N,P,SF,1,P,PA,190,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,268000,240,80,90.0,2.0,34.0,637.0,N,C,SF,1,P,SC,298,N,8,2007,10,2007
R,OTHER,6.25,152000,360,95,95.0,2.0,38.670606328740575,738.0,N,P,SF,1,P,WI,539,N,12,2007,2,2008
R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.5,417000,360,46,53.0,2.0,28.0,790.0,N,R,PU,1,P,TN,380,N,9,2007,11,2007
R,"CITIMORTGAGE, INC.",6.375,77000,120,80,80.0,2.0,9.0,791.0,N,R,SF,1,P,MD,210,N,10,2007,12,2007
R,OTHER,6.35,110000,360,66,66.0,2.0,11.0,684.0,N,P,CO,1,S,IA,504,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,184000,360,74,74.0,2.0,24.0,615.0,N,C,SF,1,P,VA,231,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,185000,360,70,70.0,2.0,16.0,715.0,N,C,SF,1,P,NM,874,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.875,313000,360,79,79.0,1.0,33.0,604.0,N,C,PU,1,P,MD,206,N,11,2007,1,2008
C,OTHER,6.25,224000,360,95,95.0,2.0,24.0,725.0,N,P,SF,1,P,NE,681,N,10,2007,12,2007
R,OTHER,6.375,339000,360,75,89.0,2.0,47.0,799.0,N,R,SF,1,P,OH,430,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",6.375,169000,360,68,95.0,2.0,52.0,681.0,N,R,SF,1,P,IN,470,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.75,70000,120,82,82.0,2.0,38.0,644.0,N,C,SF,1,P,MD,218,N,10,2007,12,2007
C,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.125,105000,180,78,78.0,1.0,36.0,707.0,N,C,SF,1,P,TX,752,N,10,2007,12,2007
R,OTHER,6.5,200000,360,46,64.0,2.0,38.0,696.0,N,C,SF,1,P,MI,496,N,12,2007,2,2008
C,"PNC BANK, N.A.",7.25,162000,360,86,86.0,2.0,46.0,810.0,N,R,SF,1,P,AR,724,N,7,2007,9,2007
R,"CHASE HOME FINANCE, LLC",6.125,240000,360,80,80.0,2.0,24.0,768.0,Y,P,PU,1,P,MN,553,N,8,2007,10,2007
R,OTHER,6.375,70000,360,73,73.0,1.0,20.0,808.0,N,P,SF,1,P,MI,480,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.125,417000,360,64,89.0,2.0,29.0,770.0,N,P,SF,1,S,VA,239,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,172000,360,75,75.0,2.0,17.0,803.0,N,C,SF,1,P,GA,315,N,7,2007,9,2007
R,OTHER,7.25,56000,360,80,80.0,1.0,32.0,791.0,N,C,SF,1,I,OH,447,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",6.25,89000,180,41,41.0,2.0,52.0,638.0,N,C,SF,1,P,CA,952,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.25,264000,360,80,80.0,2.0,38.0,715.0,N,P,SF,1,P,IL,606,N,12,2007,2,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,107000,360,85,85.0,1.0,30.0,755.0,N,R,SF,1,I,OH,454,N,11,2007,1,2008
C,SUNTRUST MORTGAGE INC.,6.875,110000,360,70,70.0,1.0,41.0,670.0,N,C,SF,1,I,MI,481,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.75,399000,360,67,67.0,2.0,64.0,793.0,N,C,SF,1,P,CA,945,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.75,97000,360,70,70.0,1.0,50.0,618.0,N,C,CO,1,P,IL,600,N,7,2007,9,2007
R,OTHER,6.5,400000,360,62,62.0,2.0,43.0,680.0,N,C,SF,1,I,OR,977,N,11,2007,1,2008
C,SUNTRUST MORTGAGE INC.,6.625,115000,240,74,85.0,2.0,33.0,690.0,N,R,SF,1,P,IA,522,N,8,2007,10,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,235000,360,57,81.0,2.0,46.0,798.0,N,P,SF,1,P,IL,601,N,10,2007,12,2007
C,SUNTRUST MORTGAGE INC.,7.125,96000,360,80,80.0,1.0,16.0,720.0,N,C,SF,1,P,FL,335,N,8,2007,10,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.75,182000,360,80,80.0,2.0,27.0,718.0,N,P,PU,1,P,OH,430,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.0,81000,180,47,47.0,1.0,7.0,676.0,N,C,SF,1,P,DE,197,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.875,286000,360,88,88.0,2.0,38.670606328740575,733.0,N,C,SF,1,P,MD,210,N,10,2007,12,2007
R,"CITIMORTGAGE, INC.",5.75,110000,216,86,86.0,1.0,20.0,729.0,N,C,CO,1,P,OH,458,N,11,2007,1,2008
C,SUNTRUST MORTGAGE INC.,6.5,275000,360,37,37.0,1.0,38.670606328740575,789.0,N,R,SF,1,P,NE,680,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.625,200000,360,76,76.0,2.0,49.0,700.0,N,P,PU,1,P,TX,750,N,10,2007,12,2007
C,SUNTRUST MORTGAGE INC.,6.5,47000,240,49,49.0,1.0,14.0,780.0,N,C,SF,1,P,AL,359,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.375,267000,180,68,68.0,1.0,39.0,624.0,N,C,SF,1,P,NY,109,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.5,300000,360,89,89.0,2.0,63.0,691.0,N,P,SF,1,P,OR,974,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.5,61000,360,77,77.0,2.0,38.0,692.0,N,C,CO,1,P,MI,487,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.5,160000,360,80,80.0,1.0,58.0,712.0,N,C,CO,1,P,FL,341,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",7.375,157000,360,85,85.0,2.0,40.0,724.0,N,C,SF,1,I,IL,604,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,130000,360,74,74.0,2.0,28.0,766.0,N,R,PU,1,P,KY,405,N,9,2007,11,2007
R,OTHER,6.5,323000,360,72,73.0,2.0,38.670606328740575,779.0,N,R,SF,4,I,WI,535,N,10,2007,12,2007
R,OTHER,6.125,276000,360,79,92.0,1.0,33.0,628.0,N,R,SF,1,P,MN,559,N,11,2007,1,2008
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",7.25,294000,360,90,90.0,2.0,53.0,741.0,N,P,SF,1,I,MN,550,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.25,236000,360,85,85.0,2.0,36.0,765.0,Y,P,SF,1,P,NY,105,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",5.625,417000,360,59,90.0,2.0,33.0,768.0,N,P,PU,1,P,OR,972,N,12,2007,2,2008
R,OTHER,6.625,92000,360,70,70.0,1.0,17.0,596.0,N,C,SF,1,P,MI,496,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",5.99,180000,360,95,95.0,2.0,50.0,775.0,Y,P,PU,1,P,NC,280,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,210000,360,70,70.0,1.0,45.0,786.0,N,C,PU,1,P,NV,891,N,10,2007,12,2007
R,OTHER,6.5,95000,360,79,79.0,1.0,52.0,811.0,Y,P,MH,1,P,NM,883,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,417000,180,57,57.0,1.0,38.670606328740575,728.0,N,C,CO,1,P,LA,701,N,9,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,211000,360,65,65.0,1.0,46.0,677.0,N,C,SF,4,I,FL,330,N,6,2007,8,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,114000,360,44,44.0,1.0,35.0,792.0,N,P,PU,1,P,TX,787,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",7.125,71000,360,75,75.0,1.0,12.0,731.0,N,P,CO,1,I,CO,800,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",7.875,49000,360,90,90.0,2.0,22.0,730.0,N,C,CO,1,P,GA,300,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.75,208000,360,90,90.0,1.0,42.0,735.0,N,C,PU,1,P,UT,840,N,8,2007,10,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.0,106000,360,68,68.0,4.0,14.0,777.0,N,C,CO,1,I,AZ,852,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.375,287000,360,69,69.0,2.0,58.0,757.0,N,C,SF,1,P,TX,799,N,11,2007,1,2008
R,OTHER,6.125,63000,360,90,90.0,2.0,37.0,694.0,N,C,SF,1,P,MS,390,N,12,2007,2,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.0,60000,360,68,68.0,1.0,39.0,777.0,N,R,SF,1,P,AR,721,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.25,225000,360,61,61.0,1.0,63.0,780.0,N,C,SF,1,P,WA,982,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.375,90000,360,61,61.0,2.0,28.0,804.0,N,R,SF,1,P,NC,270,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.875,60000,360,90,90.0,2.0,37.0,701.0,N,P,SF,1,I,IN,462,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,284000,360,65,65.0,1.0,32.0,671.0,N,R,PU,1,P,CO,815,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.0,354000,360,80,80.0,2.0,33.0,783.0,N,P,SF,1,P,NY,115,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.375,216000,360,90,90.0,2.0,43.0,713.0,N,C,SF,1,P,NY,109,N,9,2007,11,2007
B,SUNTRUST MORTGAGE INC.,6.5,135000,360,80,80.0,1.0,33.0,739.0,N,C,PU,1,P,MO,640,N,8,2007,10,2007
C,"GMAC MORTGAGE, LLC",6.375,129000,360,73,73.0,1.0,49.0,723.0,N,P,SF,1,P,IL,600,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.75,162000,360,77,77.0,1.0,52.0,666.0,N,C,SF,2,P,NY,120,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,131000,240,34,34.0,2.0,38.670606328740575,793.0,N,R,SF,1,I,CA,950,N,10,2007,12,2007
R,OTHER,6.625,68000,360,80,80.0,2.0,17.0,769.0,N,P,SF,1,P,WI,541,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",5.875,417000,360,67,67.0,1.0,42.0,747.0,N,P,PU,1,P,TX,774,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.125,134000,360,70,70.0,2.0,56.0,637.0,N,C,SF,1,P,FL,335,N,10,2007,12,2007
R,OTHER,6.5,80000,360,80,80.0,1.0,33.0,745.0,N,P,SF,1,P,WA,992,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",5.79,161000,360,80,80.0,1.0,43.0,657.0,Y,P,CO,1,P,DE,199,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.25,189000,180,63,63.0,1.0,28.0,720.1227011928322,N,P,PU,1,S,SC,295,N,10,2007,12,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",5.875,240000,360,71,71.0,2.0,54.0,630.0,N,C,SF,1,P,MD,207,N,11,2007,1,2008
R,OTHER,6.375,175000,360,58,58.0,2.0,38.0,777.0,N,P,CO,1,I,WA,980,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,330000,360,77,77.0,1.0,38.670606328740575,805.0,N,P,SF,1,P,IL,601,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,59000,360,24,24.0,1.0,51.0,807.0,N,C,SF,1,P,CA,936,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",6.0,260000,360,50,50.0,1.0,63.0,589.0,N,C,SF,1,P,NJ,70,N,12,2007,2,2008
R,OTHER,6.625,110000,360,52,52.0,2.0,27.0,763.0,N,C,SF,1,P,AZ,850,N,9,2007,11,2007
R,OTHER,6.625,96000,360,20,30.0,1.0,37.0,758.0,N,C,SF,1,P,CA,945,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.875,167000,360,90,90.0,1.0,27.0,642.0,N,C,SF,1,P,GA,300,N,9,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.25,360000,360,90,90.0,2.0,64.0,653.0,N,P,SF,1,P,FL,342,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,169000,360,86,86.0,1.0,30.0,584.0,N,C,CO,1,P,AZ,850,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.625,90000,360,95,95.0,2.0,39.0,709.0,N,P,SF,1,P,TN,373,N,11,2007,1,2008
B,OTHER,5.875,133000,180,46,46.0,2.0,41.0,758.0,N,R,SF,1,P,CT,60,N,9,2007,11,2007
B,OTHER,6.75,66000,360,80,80.0,1.0,21.0,667.0,N,P,SF,1,I,PA,190,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.625,204000,360,80,80.0,2.0,54.0,636.0,N,C,SF,1,P,RI,28,N,8,2007,10,2007
R,OTHER,6.5,240000,360,69,69.0,2.0,13.0,815.0,N,P,PU,1,S,FL,334,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.375,170000,360,88,88.0,1.0,51.0,679.0,N,C,SF,1,P,GA,301,N,12,2007,2,2008
C,"WELLS FARGO BANK, N.A.",6.5,109000,180,80,80.0,1.0,25.0,789.0,N,P,SF,1,P,NY,147,N,8,2007,10,2007
R,"CHASE HOME FINANCE, LLC",5.75,218000,360,80,80.0,2.0,26.0,763.0,N,P,PU,1,S,SC,295,N,11,2007,1,2008
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.375,395000,360,79,79.0,2.0,54.0,716.0,N,C,PU,1,P,CA,920,N,8,2007,10,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.0,200000,180,39,39.0,2.0,28.0,813.0,N,C,SF,1,P,IN,463,N,10,2007,12,2007
B,OTHER,6.625,153000,360,80,80.0,2.0,28.0,657.0,N,P,SF,1,S,ME,49,N,10,2007,11,2007
R,OTHER,6.25,100000,360,68,68.0,1.0,30.0,801.0,N,P,SF,1,P,SD,570,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,135000,360,71,71.0,2.0,18.0,801.0,N,C,SF,1,P,WA,985,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.875,100000,360,70,70.0,2.0,32.0,628.0,N,C,SF,1,P,GA,300,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,400000,360,68,68.0,2.0,32.0,794.0,N,R,PU,1,P,NV,894,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,180000,360,67,67.0,2.0,43.0,724.0,N,C,SF,1,P,CA,937,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.25,306000,360,90,90.0,3.0,42.0,731.0,N,C,SF,1,P,WA,982,N,11,2007,2,2008
