Channel,SellerName,OrInterestRate,OrUnpaidPrinc,OrLoanTerm,OrLTV,OrCLTV,NumBorrow,DTIRat,CreditScore,FTHomeBuyer,LoanPurpose,PropertyType,NumUnits,OccStatus,PropertyState,Zip,RelMortInd,OrDateMonth,OrDateYear,FirstPaymentMonth,FirstPaymentYear
C,"BANK OF AMERICA, N.A.",6.875,252000,180,90,90.0,2.0,45.0,679.0,N,C,SF,1,P,MI,483,N,9,2007,10,2007
C,"CITIMORTGAGE, INC.",6.375,85000,360,47,47.0,1.0,40.0,729.0,N,C,CO,1,P,NV,891,N,4,2007,6,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,100000,360,43,43.0,2.0,13.0,797.0,Y,P,SF,1,P,KY,402,N,10,2007,12,2007
C,AMTRUST BANK,6.375,67000,180,95,95.0,2.0,21.0,728.0,Y,P,SF,1,P,IA,520,N,11,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.5,364000,360,80,80.0,2.0,46.0,663.0,N,C,SF,1,P,CA,920,N,9,2007,11,2007
R,"PNC BANK, N.A.",5.75,137000,240,62,73.0,2.0,16.0,762.0,N,R,SF,1,P,NC,276,N,8,2007,10,2007
R,SUNTRUST MORTGAGE INC.,7.125,99000,360,62,62.0,2.0,34.0,667.0,N,C,SF,2,I,VA,244,N,8,2007,10,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,216000,360,80,80.0,1.0,38.0,757.0,N,P,SF,1,I,SC,294,N,11,2007,12,2007
R,SUNTRUST MORTGAGE INC.,5.875,318000,360,75,75.0,2.0,28.0,781.0,N,R,SF,1,P,GA,306,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.125,344000,360,80,95.0,2.0,36.0,681.0,Y,P,CO,1,P,IL,606,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.875,299000,360,79,95.0,1.0,38.0,700.0,N,P,CO,1,P,IL,601,N,10,2007,12,2007
C,AMTRUST BANK,6.25,128000,360,80,80.0,2.0,54.0,650.0,Y,P,PU,1,P,TX,774,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.125,244000,360,80,80.0,1.0,48.0,809.0,Y,P,PU,1,P,MD,212,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,344000,360,80,80.0,1.0,27.0,651.0,N,P,PU,1,P,FL,320,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.125,374000,360,90,90.0,2.0,40.0,664.0,Y,P,SF,1,P,PA,191,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.75,140000,360,62,62.0,1.0,32.0,706.0,N,C,SF,1,P,MA,18,N,11,2007,1,2008
C,AMTRUST BANK,6.125,350000,360,80,80.0,1.0,53.0,723.0,N,C,SF,1,P,CO,803,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.875,233000,360,67,67.0,1.0,39.0,646.0,N,R,SF,1,P,NY,120,N,10,2007,12,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.125,220000,360,52,52.0,1.0,52.0,767.0,N,P,SF,1,P,MI,480,N,9,2007,11,2007
R,OTHER,5.875,154000,180,60,60.0,1.0,55.0,694.0,N,C,SF,1,P,MA,27,N,9,2007,11,2007
C,OTHER,6.75,280000,360,87,87.0,1.0,62.0,709.0,N,C,PU,1,P,FL,327,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.5,178000,360,79,79.0,1.0,33.0,686.0,N,C,SF,1,P,AZ,853,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,142000,360,88,88.0,1.0,50.0,697.0,Y,P,PU,1,P,NC,281,N,11,2007,1,2008
C,OTHER,6.25,192000,360,67,67.0,1.0,47.0,789.0,N,C,SF,1,P,IA,503,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.5,128000,360,80,80.0,1.0,20.0,677.0,N,C,SF,1,P,NY,128,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.625,142000,360,80,80.0,2.0,27.0,604.0,N,C,SF,1,P,NJ,80,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.125,100000,360,87,87.0,1.0,40.0,753.0,N,R,SF,1,I,IL,604,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",5.75,122000,360,66,66.0,2.0,31.0,801.0,N,C,SF,1,P,WV,254,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",5.125,158000,180,40,40.0,2.0,26.0,782.0,N,R,SF,1,P,OH,450,N,12,2007,2,2008
C,"CITIMORTGAGE, INC.",6.25,176000,360,73,73.0,1.0,56.0,573.0,N,R,SF,1,P,IL,606,N,5,2007,7,2007
R,"BANK OF AMERICA, N.A.",6.75,237000,360,84,84.0,2.0,27.0,761.0,N,C,PU,1,P,MI,481,N,9,2007,11,2007
R,"PNC BANK, N.A.",7.0,65000,360,68,68.0,2.0,41.0,622.0,N,C,SF,1,S,MS,395,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,351000,360,80,80.0,2.0,30.0,782.0,Y,P,SF,1,P,PA,180,N,11,2007,1,2008
B,"WELLS FARGO BANK, N.A.",6.5,168000,360,80,95.0,1.0,37.0,758.0,Y,P,CO,1,P,MA,18,N,9,2007,11,2007
B,SUNTRUST MORTGAGE INC.,6.625,135000,360,66,66.0,2.0,30.0,688.0,N,C,SF,1,P,TN,377,N,9,2007,11,2007
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.875,119000,360,74,74.0,2.0,60.0,816.0,N,C,CO,1,I,WI,539,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,132000,180,70,83.0,2.0,42.0,755.0,N,C,SF,1,P,IN,460,N,10,2007,12,2007
B,OTHER,6.125,330000,360,80,95.0,2.0,43.0,770.0,N,P,CO,1,P,IL,606,N,12,2007,2,2008
R,OTHER,6.625,100000,360,56,56.0,1.0,40.0,774.0,N,C,SF,1,S,MI,495,N,10,2007,12,2007
B,"WELLS FARGO BANK, N.A.",7.0,300000,360,64,64.0,1.0,26.0,744.0,N,C,PU,1,P,CA,956,N,11,2007,1,2008
B,OTHER,7.375,71000,240,90,90.0,2.0,15.0,595.0,N,P,SF,2,I,NY,120,N,10,2007,12,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",5.875,340000,360,80,80.0,2.0,60.0,689.0,N,C,PU,1,P,HI,967,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,148000,360,80,80.0,2.0,40.0,767.0,N,P,SF,1,I,GA,305,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",6.25,287000,360,75,75.0,2.0,27.0,753.0,N,P,PU,1,P,OH,450,N,9,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,344000,360,44,44.0,2.0,29.0,595.0,N,C,PU,1,P,LA,704,N,8,2007,10,2007
R,OTHER,6.375,268000,360,80,90.0,2.0,38.670606328740575,686.0,N,P,CO,1,S,NJ,82,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.625,198000,360,61,61.0,2.0,30.0,621.0,N,C,SF,1,P,WA,980,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.5,350000,360,56,56.0,1.0,64.0,674.0,N,C,SF,1,P,NH,30,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.75,146000,360,75,75.0,2.0,52.0,783.0,N,C,SF,1,I,NC,282,N,11,2007,1,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,224000,360,8,86.0,2.0,38.670606328740575,657.0,N,C,SF,1,P,MN,553,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.75,232000,360,80,93.0,2.0,55.0,738.0,Y,P,SF,1,P,PA,191,N,10,2007,12,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.25,179000,180,66,66.0,1.0,32.0,720.0,N,C,PU,1,P,FL,330,N,8,2007,10,2007
B,"PNC BANK, N.A.",6.75,185000,360,79,79.0,1.0,37.0,730.0,N,C,SF,1,P,DE,199,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",5.75,385000,240,52,52.0,2.0,60.0,670.0,N,C,SF,1,P,MN,550,N,12,2007,2,2008
C,OTHER,6.75,121000,360,35,35.0,1.0,44.0,594.0,N,C,SF,1,P,UT,847,N,8,2007,10,2007
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",5.99,308000,360,70,70.0,2.0,31.0,751.0,N,C,PU,1,P,AZ,852,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.625,233000,360,95,95.0,2.0,44.0,739.0,N,P,PU,1,P,CO,801,N,10,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,184000,360,80,80.0,2.0,31.0,708.0,N,P,SF,1,P,MI,492,N,10,2007,12,2007
R,"CITIMORTGAGE, INC.",6.5,100000,240,19,19.0,1.0,26.0,804.0,N,C,SF,1,P,CA,900,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.0,270000,360,53,53.0,1.0,36.0,579.0,N,C,CO,1,P,MA,17,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.0,196000,360,70,70.0,1.0,40.0,668.0,N,C,PU,1,P,NV,894,N,12,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.5,220000,360,73,73.0,1.0,38.670606328740575,644.0,N,C,PU,1,P,FL,330,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.99,82000,360,95,95.0,1.0,34.0,697.0,N,R,SF,1,P,IN,461,N,8,2007,10,2007
B,"PNC BANK, N.A.",6.5,188000,360,95,95.0,1.0,36.0,794.0,N,P,PU,1,S,GA,314,N,12,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.75,234000,360,59,59.0,2.0,24.0,725.0,N,C,SF,1,P,CA,900,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.125,258000,360,95,95.0,1.0,48.0,747.0,Y,P,PU,1,P,TX,762,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.375,154000,360,75,75.0,2.0,17.0,773.0,N,P,SF,2,I,AZ,852,N,11,2007,1,2008
R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.75,190000,360,95,95.0,2.0,64.0,760.0,N,P,SF,1,P,ND,581,N,9,2007,11,2007
R,OTHER,6.625,263000,360,80,80.0,2.0,51.0,673.0,Y,P,PU,1,P,AZ,856,N,12,2007,2,2008
R,"PNC BANK, N.A.",6.375,224000,240,72,72.0,2.0,49.0,743.0,N,C,SF,1,P,MI,483,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",6.5,171000,360,80,80.0,2.0,51.0,705.0,N,R,CO,1,P,TX,750,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",5.999,179000,360,70,70.0,1.0,53.0,667.0,N,C,SF,1,P,VT,54,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.375,295000,360,68,68.0,1.0,45.0,701.0,N,C,SF,1,P,OR,970,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.625,83000,240,80,80.0,1.0,34.0,675.0,N,R,SF,1,P,TN,377,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",6.5,102000,360,80,80.0,1.0,35.0,710.0,N,P,CO,1,P,FL,344,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",5.875,88000,360,31,31.0,2.0,32.0,801.0,N,C,SF,1,P,OR,970,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.375,232000,360,95,95.0,1.0,39.0,624.0,Y,P,PU,1,P,NE,681,N,11,2007,1,2008
B,AMTRUST BANK,6.625,131000,360,75,84.0,1.0,21.0,774.0,N,R,PU,1,I,FL,322,N,12,2007,2,2008
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,417000,360,90,90.0,2.0,60.0,742.0,N,P,SF,1,P,IL,601,N,10,2007,12,2007
R,OTHER,6.625,74000,360,56,56.0,2.0,38.0,635.0,N,R,SF,1,P,TN,371,N,9,2007,11,2007
R,"PNC BANK, N.A.",5.98,187000,360,80,80.0,2.0,40.0,640.0,Y,P,SF,1,P,VA,241,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,346000,360,80,90.0,2.0,38.0,789.0,N,R,SF,1,P,SD,570,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.25,215000,360,62,62.0,1.0,44.0,665.0,N,R,SF,1,P,CA,925,N,12,2007,2,2008
R,OTHER,6.5,100000,360,46,46.0,2.0,60.0,715.0,N,P,SF,1,P,NY,122,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.625,125000,360,79,79.0,1.0,18.0,721.0,N,P,SF,1,P,NY,122,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.25,210000,360,70,70.0,1.0,56.0,752.0,N,C,SF,1,P,PA,193,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.375,151000,360,66,66.0,1.0,48.0,783.0,N,C,CO,1,P,OR,972,N,8,2007,10,2007
C,SUNTRUST MORTGAGE INC.,6.5,200000,360,77,77.0,2.0,41.0,748.0,N,P,SF,1,P,WI,535,N,8,2007,10,2007
B,"CHASE HOME FINANCE, LLC",6.875,95000,360,60,60.0,1.0,42.0,573.0,N,C,SF,1,P,GA,302,N,8,2007,10,2007
C,AMTRUST BANK,6.375,346000,360,79,79.0,1.0,19.0,721.0,N,C,SF,1,P,GA,312,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,200000,360,62,62.0,2.0,28.0,785.0,N,P,SF,1,P,MD,215,N,11,2007,12,2007
R,OTHER,7.25,95000,240,47,47.0,1.0,41.0,628.0,N,C,SF,1,P,TX,757,N,11,2007,1,2008
C,AMTRUST BANK,6.375,240000,360,79,79.0,2.0,50.0,711.0,N,C,SF,1,P,MD,217,N,8,2007,10,2007
R,OTHER,5.625,208000,180,74,74.0,2.0,47.0,790.0,N,R,PU,1,P,CO,806,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.5,417000,360,69,69.0,2.0,47.0,777.0,N,C,SF,1,P,CA,945,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.375,189000,360,75,75.0,1.0,42.0,645.0,N,P,SF,1,P,CT,60,N,9,2007,11,2007
R,"PNC BANK, N.A.",7.25,56000,360,80,80.0,2.0,33.0,817.0,N,P,SF,1,I,IL,615,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.625,115000,360,64,64.0,1.0,32.0,762.0,N,R,SF,1,I,NM,871,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.375,203000,360,63,63.0,2.0,47.0,595.0,N,C,SF,1,P,CA,924,N,9,2007,11,2007
R,OTHER,7.625,365000,360,61,61.0,1.0,44.0,706.0,N,C,SF,1,P,IL,600,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.125,417000,360,94,94.0,2.0,52.0,623.0,N,P,SF,1,P,WA,983,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.125,395000,360,80,80.0,2.0,51.0,725.0,N,P,SF,1,P,CA,953,N,12,2007,2,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,165000,180,67,67.0,1.0,29.0,739.0,N,C,SF,2,P,PA,191,N,10,2007,12,2007
B,"PNC BANK, N.A.",6.375,236000,360,80,90.0,2.0,24.0,718.0,N,P,PU,1,P,TX,750,N,8,2007,10,2007
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.5,212000,360,68,68.0,2.0,31.0,738.0,N,P,CO,1,I,NV,891,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,160000,360,80,80.0,2.0,30.0,808.0,N,P,SF,1,I,CO,805,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.75,127000,360,44,44.0,1.0,27.0,725.0,N,C,SF,1,I,CA,924,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.375,217000,360,52,52.0,2.0,51.0,720.0,N,C,SF,1,P,CA,917,N,10,2007,12,2007
R,OTHER,6.875,90000,360,75,75.0,2.0,14.0,775.0,Y,P,SF,1,P,PA,191,N,9,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.125,230000,360,60,60.0,2.0,17.0,816.0,N,R,PU,1,P,TX,775,N,12,2007,2,2008
C,"GMAC MORTGAGE, LLC",6.625,74000,180,52,52.0,1.0,35.0,610.0,N,C,SF,1,P,WV,265,N,10,2007,12,2007
R,OTHER,6.25,226000,360,87,87.0,1.0,47.0,721.0,N,C,SF,1,P,FL,338,N,10,2007,1,2008
R,OTHER,6.375,101000,360,95,95.0,1.0,31.0,616.0,N,P,SF,1,P,IL,615,N,9,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.25,148000,180,80,80.0,1.0,32.0,741.0,N,C,SF,1,P,KS,660,N,11,2007,2,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,180000,360,55,55.0,2.0,20.0,811.0,Y,P,CP,1,P,NY,112,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.625,181000,360,79,79.0,1.0,58.0,669.0,N,R,SF,1,P,UT,846,N,10,2007,12,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,104000,360,90,90.0,1.0,44.0,638.0,N,R,SF,1,P,NC,278,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.625,113000,360,95,95.0,1.0,54.0,688.0,N,R,PU,1,P,TX,750,N,11,2007,1,2008
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.625,120000,360,75,75.0,2.0,45.0,795.0,N,P,SF,1,I,ID,836,N,10,2007,12,2007
B,"PNC BANK, N.A.",6.5,122000,360,76,76.0,2.0,41.0,678.0,N,R,SF,1,P,MN,562,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",7.375,103000,360,85,85.0,1.0,52.0,661.0,N,C,SF,1,P,AL,363,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,328000,360,80,80.0,2.0,42.0,730.0,N,C,SF,1,P,NH,30,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.375,317000,360,79,79.0,1.0,38.0,730.0,N,C,SF,1,P,MI,481,N,11,2007,1,2008
B,"PNC BANK, N.A.",6.375,119000,360,44,44.0,1.0,55.0,623.0,N,C,SF,1,P,OR,977,N,10,2007,12,2007
R,"CITIMORTGAGE, INC.",6.375,60000,180,25,25.0,1.0,16.0,641.0,N,C,SF,1,P,PA,191,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.5,116000,360,80,80.0,2.0,31.0,650.0,N,C,PU,1,P,TX,774,N,11,2007,1,2008
B,"PNC BANK, N.A.",6.625,306000,360,80,80.0,2.0,37.0,733.0,N,R,CO,1,I,CA,920,N,8,2007,10,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,417000,360,77,89.0,2.0,57.0,689.0,N,C,SF,1,P,OH,450,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,325000,360,70,70.0,2.0,40.0,740.0,N,C,SF,1,P,MN,563,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.125,93000,360,80,80.0,1.0,43.0,721.0,Y,P,CO,1,P,FL,349,N,4,2007,6,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,85000,120,54,54.0,1.0,36.0,592.0,N,C,SF,1,P,FL,339,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,184000,360,80,80.0,1.0,38.0,615.0,N,C,SF,1,P,UT,840,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.875,200000,180,67,67.0,2.0,24.0,744.0,N,P,SF,1,P,NH,38,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.875,334000,360,95,95.0,2.0,36.0,605.0,N,P,PU,1,P,UT,840,N,11,2007,1,2008
R,OTHER,6.875,412000,360,80,80.0,1.0,38.670606328740575,688.0,N,R,SF,1,P,NY,117,N,9,2007,11,2007
R,OTHER,6.125,135000,360,34,34.0,2.0,19.0,777.0,N,P,CO,1,P,CA,953,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,109000,360,80,87.0,1.0,31.0,777.0,Y,P,SF,1,P,WI,544,N,8,2007,10,2007
R,OTHER,6.05,232000,360,80,80.0,2.0,18.0,727.0,N,C,SF,1,P,OH,430,N,10,2007,12,2007
R,SUNTRUST MORTGAGE INC.,7.375,117000,360,84,84.0,1.0,52.0,697.0,N,R,SF,1,I,NJ,86,N,9,2007,11,2007
R,"GMAC MORTGAGE, LLC",6.25,300000,360,73,73.0,1.0,59.0,749.0,N,P,PU,1,P,IL,600,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",6.0,408000,180,80,80.0,1.0,51.0,674.0,N,P,SF,2,P,NY,104,N,8,2007,10,2007
B,"WELLS FARGO BANK, N.A.",6.5,280000,360,80,90.0,1.0,24.0,793.0,N,P,CO,1,P,IL,606,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.375,362000,360,80,80.0,2.0,37.0,780.0,N,P,SF,1,P,PA,152,N,8,2007,10,2007
R,"CHASE HOME FINANCE, LLC",6.75,77000,360,59,59.0,1.0,38.670606328740575,607.0,N,R,SF,1,P,LA,700,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.375,208000,360,95,95.0,1.0,34.0,793.0,N,P,SF,1,P,CO,801,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,207000,360,60,60.0,1.0,51.0,674.0,N,C,SF,1,P,MA,27,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.125,284000,360,68,68.0,1.0,41.0,764.0,N,C,PU,1,P,MD,207,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.25,190000,360,64,64.0,2.0,27.0,755.0,N,C,SF,1,P,MO,630,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.75,142000,360,82,82.0,1.0,47.0,628.0,N,C,SF,1,P,AL,354,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",6.75,113000,360,78,78.0,1.0,34.0,691.0,N,C,SF,1,P,FL,320,N,8,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.75,206000,360,47,47.0,2.0,19.0,775.0,N,C,SF,1,P,FL,335,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.875,123000,360,90,90.0,2.0,42.0,600.0,N,C,SF,1,P,GA,307,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.5,110000,360,38,38.0,2.0,54.0,639.0,N,C,SF,1,P,CA,936,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",4.875,180000,180,79,79.0,2.0,21.0,770.0,N,C,SF,1,P,CO,805,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,175000,360,80,80.0,1.0,64.0,691.0,N,P,SF,1,P,OH,442,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.25,417000,180,35,35.0,2.0,14.0,783.0,N,C,PU,1,P,WA,981,N,10,2007,12,2007
R,OTHER,6.5,140000,180,80,80.0,1.0,40.0,779.0,N,C,SF,2,I,GA,300,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,315000,360,66,66.0,2.0,55.0,732.0,N,C,SF,1,P,WA,980,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.75,90000,240,78,78.0,1.0,36.0,690.0,N,R,SF,1,P,OK,740,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.25,147000,360,47,47.0,1.0,18.0,690.0,N,R,PU,1,P,AZ,852,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.875,225000,360,69,69.0,2.0,50.0,660.0,N,P,SF,1,P,PA,190,N,8,2007,10,2007
B,"CHASE HOME FINANCE, LLC",6.625,373000,360,79,79.0,2.0,38.0,739.0,N,C,SF,1,P,UT,840,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.125,176000,180,80,80.0,1.0,31.0,801.0,N,R,SF,1,P,TN,371,N,8,2007,10,2007
R,"WELLS FARGO BANK, N.A.",6.25,110000,180,62,62.0,2.0,25.0,768.0,N,C,SF,1,P,WA,990,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,170000,180,45,45.0,1.0,16.0,799.0,N,R,CO,1,P,IL,602,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.375,120000,360,65,65.0,1.0,31.0,619.0,N,C,SF,1,P,MD,212,N,10,2007,12,2007
R,OTHER,6.5,128000,360,90,90.0,1.0,46.0,688.0,Y,P,CO,1,P,FL,334,N,9,2007,11,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,76000,360,75,75.0,2.0,47.0,704.0,N,C,CO,1,P,OH,454,N,10,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.375,152000,360,77,77.0,1.0,29.0,693.0,N,C,SF,1,P,FL,328,N,11,2007,1,2008
C,"CITIMORTGAGE, INC.",7.0,120000,360,60,60.0,2.0,35.0,640.0,N,C,SF,1,P,AZ,853,N,6,2007,8,2007
C,"BANK OF AMERICA, N.A.",7.375,327000,360,95,95.0,2.0,47.0,661.0,N,R,SF,1,P,NJ,80,N,11,2007,1,2008
B,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.5,89000,360,71,71.0,1.0,46.0,559.0,N,R,SF,1,P,ID,836,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.125,417000,360,57,57.0,2.0,16.0,781.0,N,C,SF,1,P,CT,65,N,11,2007,1,2008
R,OTHER,6.5,140000,360,80,80.0,2.0,57.0,809.0,N,P,PU,1,P,AZ,850,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.125,169000,180,80,80.0,1.0,3.0,659.0,Y,P,SF,1,P,TX,760,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.25,220000,360,80,90.0,2.0,44.0,713.0,N,C,SF,1,P,PA,180,N,11,2007,1,2008
R,OTHER,6.25,303000,360,38,38.0,1.0,51.0,702.0,N,C,SF,1,P,WY,830,N,11,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.25,340000,240,55,55.0,1.0,46.0,744.0,N,R,PU,1,P,IL,605,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",6.875,190000,360,75,75.0,1.0,40.0,614.0,N,C,SF,1,P,MD,207,N,11,2007,1,2008
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,92000,360,80,80.0,1.0,34.0,817.0,N,P,CO,1,P,NC,275,N,10,2007,12,2007
R,SUNTRUST MORTGAGE INC.,6.875,414000,360,90,90.0,1.0,43.0,657.0,Y,P,SF,1,P,MD,207,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.125,291000,360,65,65.0,2.0,34.0,761.0,N,P,PU,1,P,AZ,853,N,10,2007,12,2007
B,"BANK OF AMERICA, N.A.",6.5,266000,360,95,95.0,2.0,63.0,709.0,N,P,SF,1,P,CA,925,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.5,220000,360,79,79.0,2.0,26.0,642.0,N,P,SF,1,P,NY,144,Y,7,2007,9,2007
B,"CITIMORTGAGE, INC.",6.75,152000,360,79,79.0,1.0,44.0,683.0,N,C,SF,2,P,IL,606,N,10,2007,1,2008
